tweet,klasifikasi
"Ini salah nyalahin itu,itu salah nyalahin ini,bosen rasanya salah2an ngerasa hebat,mending gotong royong basamo,biar cepet kelar,rumasa bae ga bisa lakuin apa2,seengganya gw ga mau salahin siapa2,lakuin sesuatu yg gw bisa #COVID19 #COVID19indonesia",negative
"Nyinyirin kebijakan pemerintah seperti komentator bola, situ bisa main bola??? #COVID19 #COVID19indonesia #kuatindonesia",neutral
"Indonesia melawan Covid - 19, mari dukung Pemerintah Dan Tenaga Medis, dengan cara berdiam diri dirumah atau Social Distancing.
#COVID19indonesia #CoronaUpdate #COVID19 #Covid19Out #SocialDistancingNow #BelanjaDariRumah #attention",positive
Hii twitter apa kabar selama masa #corona ini??? Ada perkembangan apakah hari ini???  #COVID19 #Covid_19 #COVID19indonesia #2019nCoV #AksiBerantasCovid19 #dirumahaja #CoronaUpdate,neutral
"Jika poin nya adalah saling melindungi jangan bawa sih kaya dan si miskin, karna dasar nya hidup tidak selalu tentang angka 

#COVID19indonesia #CoronaUpdate #COVID19 #COVID19 #BangsaKuat #IndonesiaButuhPemimpinCerdas",negative
"Satu per satu teman kantor/saudara/orang yg kita kenal terinfeksi Covid. Tetap berjuang ya bro&sis, this moment will be past, soon. GOD With you & Us. #COVID19indonesia #LockDownNasionalSerentak #COVID19 #CoronaUpdate #hopeagaintscovid19",negative
"Kalo anak muda udah kenal cinta, pasti plin-plan sama tujuan hidup nya.

#kurasa_gakada
#Mutualankuy
#MutualanAjaDuluSiapaTauJodoh
#COVID19indonesia
#COVID19",positive
"Kampus #lockdown 
Tugas Smackdown
Mahasiswa Down
.
Kuota Sekarat
Ilmu tak dapat
.
#LockDownNasionalSerentak #COVID19 #COVID19indonesia",negative
"sa di rumah
#PapuaLawanCorona 
#StayAtHome 
#papua
#Indonesia 
#COVID19indonesia 
#COVID19",neutral
"Korban #COVID19 #COVID19indonesia #coronavirus makin berjatuhan. 1000+ sudah dinyatakan positif bro !!! Cepet lagi #LockDownIndonesia  bapak negara kami tau anda berduka. Tapi tolong pertegaskan dengan  warga negaranya 
@jokowi",positive
"Disuruh jaga jarak . 
Lah emang kita pernah Deket?

#CoronaUpdate #COVID19 #COVID19indonesia #RECEHKANTWITTER",positive
"±10% dari korban meninggal dunia karena Covid-19 adalah Tenaga Medis

Pahamkan apa maknanya
#COVID19 #COVID19indonesia",positive
"Ini salah nyalahin itu,itu salah nyalahin ini,bosen rasanya salah2an ngerasa hebat,mending gotong royong basamo,biar cepet kelar,rumasa bae ga bisa lakuin apa2,seengganya gw ga mau salahin siapa2,lakuin sesuatu yg gw bisa #COVID19 #COVID19indonesia",negative
"Nyinyirin kebijakan pemerintah seperti komentator bola, situ bisa main bola??? #COVID19 #COVID19indonesia #kuatindonesia",neutral
"Indonesia melawan Covid - 19, mari dukung Pemerintah Dan Tenaga Medis, dengan cara berdiam diri dirumah atau Social Distancing.
#COVID19indonesia #CoronaUpdate #COVID19 #Covid19Out #SocialDistancingNow #BelanjaDariRumah #attention",positive
Hii twitter apa kabar selama masa #corona ini??? Ada perkembangan apakah hari ini???  #COVID19 #Covid_19 #COVID19indonesia #2019nCoV #AksiBerantasCovid19 #dirumahaja #CoronaUpdate,neutral
"Pada Peristiwa #COVID19 atau #COVID19indonesia atau #CoronaIndonesia ada yang hilang dari pandangan publik ini, yaitu Parpol Solid (petinggi) dibelakang pemerintah skrang BTW pd kmna.
.
- oposisi terus lontarkan peluru ancaman halusnya...",negative
"Kalo katanya embah, darimana asal sakit, disitulah letak penawarnya. Jadi covid-19 kan dari kelelawar, mungkin obatnya ya ada di kelelawar ... Mungkin #COVID19 #COVID19indonesia #Covid19Out #obatcovid19",negative
"Memang bener, sama corona itu kita harus takut. Cara takutnya gimana? Yo stay at home. 

#COVID19indonesia 
#COVID19",negative
"Pesanku untuk semua;
•
“Jaga diri baik-baik, sebab dunia kini sedang tidak dalam keadaan baik”----
.
#COVID19indonesia #COVID19 #VirusCorona #SafeAtHome #DirumahAjaCekalCorona",positive
"Yurianto (juru bicara Jokowi urusan COVID-19):

""Yang kaya melindungi yang miskin agar bisa hidup dengan wajar dan yang miskin melindungi yang kaya agar tidak menularkan penyakitnya.""

Tega loe Pak!

#COVID19
#COVID19Indonesia
#Coronavirus
#CoronavirusIndonesia
#SARSCoV2",positive
"daripada di
RUMAH SAKIT
apalagi di 
RUMAH DUKA
Lebih baik di
RUMAH SAJA.

Jangan keluar, 
Jangan tertular,
Jangan nularin.

#StayAtHomeAndStaySafe 
#covid19
#COVID19indonesia",positive
"Bangun,mager,bolak balik kamar mandi (mau pup ga jadi2) , mau sarapan masih kenyang, mau work out from home belum sarapan, abis itu kesel mau ngapain pagi2 

#COVID19 #COVID19indonesia #Covid19Out #dirumahaja #SocialDistancing",positive
"Ga ada kerjaan , ga ada duit , ga ada jaminan pesangon ,tentu saja mereka balik ke kampung....maka menyebar covid 19. Hayo kasih mereka pesangon Anies, agar mereka ga pulang.#COVID19indonesia #COVID19 #CoronaUpdate",neutral
"Ngegass yoook!!
Satu Kata Buat CORONA ... .

#COVID19
#COVID19Indonesia
#Coronavirus
#CoronavirusIndonesia
#SARSCoV2


@cctip_io
 airdrop 10000 WRLD 100",neutral
"Pak 
@jokowi
 tolong evaluasi RSUDZA Banda Aceh. Pasien PDP disuruh pulang sebelum keluar hasil, sekarang mereka positif covid-19. 
#COVID19indonesia #COVID19",positive
"Dirumah aja tapi orang kelas bawah kayak kami butuh makan wahai penguasa.
Yuk kita viralkan
#dirumahajaOK
#rakyatbutuhmakan
#ojolviral 
#COVID19indonesia 
#COVID19 
#StayAtHome",neutral
"Cepat selesaikanlah tugasmu di Bumi ini
#corona #COVID19 #COVID19indonesia #CoronaUpdate #AllahuAkbar #Allah",positive
"Corona berbahaya
Selalu jaga kesehatan dan pola makan anda
Mengantisipasi terjadinya korban yang berjatuhan
#COVID19 #COVID19indonesia #IndonesiaMelawanCovid19",negative
"Lekas sembuh Indonesia ku,
Aku mencintai salah satu rakyatmu 

#StopCovid19 #StopCorona #COVID19indonesia #COVID19",positive
"please stop berita tentang penyebaran pandemi virus colorna guys 
itu bisa membuat orang-orang semakin ketakutan dan membuat imunitas daya tahan tubuh kita menurun dan alhasil virus dapat menyerang tubuh kita 
#COVID19  #AksiBerantasCovid19 #dirumahaja #COVID19indonesia",positive
"Aku diam dirumah, berharap itu hal yg sangat membantu. Menyaksikan berita di tv, berharap kabar baik disiarkan di tanah air maupun seluruh negara.
Cepat pulih bumiku.
#COVID19indonesia #COVID19",positive
"Bangun,mager,bolak balik kamar mandi (mau pup ga jadi2) , mau sarapan masih kenyang, mau work out from home belum sarapan, abis itu kesel mau ngapain pagi2 

#COVID19 #COVID19indonesia #Covid19Out #dirumahaja #SocialDistancing",positive
"Ga ada kerjaan , ga ada duit , ga ada jaminan pesangon ,tentu saja mereka balik ke kampung....maka menyebar covid 19. Hayo kasih mereka pesangon Anies, agar mereka ga pulang.#COVID19indonesia #COVID19 #CoronaUpdate",neutral
"Ngegass yoook!!
Satu Kata Buat CORONA ... .

#COVID19
#COVID19Indonesia
#Coronavirus
#CoronavirusIndonesia
#SARSCoV2


@cctip_io
 airdrop 10000 WRLD 100",neutral
"Pak 
@jokowi
 tolong evaluasi RSUDZA Banda Aceh. Pasien PDP disuruh pulang sebelum keluar hasil, sekarang mereka positif covid-19. 
#COVID19indonesia #COVID19",positive
"Dirumah aja tapi orang kelas bawah kayak kami butuh makan wahai penguasa.
Yuk kita viralkan
#dirumahajaOK
#rakyatbutuhmakan
#ojolviral 
#COVID19indonesia 
#COVID19 
#StayAtHome",neutral
"Cepat selesaikanlah tugasmu di Bumi ini
#corona #COVID19 #COVID19indonesia #CoronaUpdate #AllahuAkbar #Allah",positive
"Corona berbahaya
Selalu jaga kesehatan dan pola makan anda
Mengantisipasi terjadinya korban yang berjatuhan
#COVID19 #COVID19indonesia #IndonesiaMelawanCovid19",negative
"Lekas sembuh Indonesia ku,
Aku mencintai salah satu rakyatmu 

#StopCovid19 #StopCorona #COVID19indonesia #COVID19",positive
"please stop berita tentang penyebaran pandemi virus colorna guys 
itu bisa membuat orang-orang semakin ketakutan dan membuat imunitas daya tahan tubuh kita menurun dan alhasil virus dapat menyerang tubuh kita 
#COVID19  #AksiBerantasCovid19 #dirumahaja #COVID19indonesia",positive
"Aku diam dirumah, berharap itu hal yg sangat membantu. Menyaksikan berita di tv, berharap kabar baik disiarkan di tanah air maupun seluruh negara.
Cepat pulih bumiku.
#COVID19indonesia #COVID19",positive
"Woy cok !!! Masa libur itu di pakek buat di rumah,jaga diri,isolasi diri,jaga jarak.
Jangan malah mblayang ke Mall,pergi berwisata, ato malah MUDIK cok !!! Stay Home Cok!!!

#COVID19indonesia #dirumahaja #COVID19 #DirumahLebihAsyik #DiRumahAjaYa #IndonesiaMelawanCovid19",neutral
"uda tembuss 1000!!!!
angkat nih penyakit yaa allah #COVID19 #COVID19indonesia",neutral
"Mo ketawa tapi takut dosa, seisi rumah setiap dari luar rumah .. tangannya pada gelantungan kek abis operasi bedah, atau lebih lucunya kek abis megang e'eekk  jadi pada sumringah buat nyuci tangan .. Efek #COVID19indonesia #COVID19",positive
"Coba bayangkan, kita di suruh mengkonsumi vitamin c untuk dayatahan tubuh, jaga imun, intinya minum vitamin c. Sedangkan org yang seperti sultan membello semuanya, lalu gimana kami yang bukan kaum sultan? Habislah kami dibunuh saudara setanah air.
#COVID19  #COVID19indonesia",negative
"Hari ini tanpa sholat jum'at di sebagian wilayah Wonosobo.

Ya Allah semoga badai corona cepat berlalu.

#Covid19Out #COVID19 #COVID19indonesia #Wonosobo",positive
"Ada yang terlihat cuek, namun cinta nya dalam.
Ada pula yang terlihat cinta nya, namun hati nya dimana mana.

#kurasa_gakada
#Mutualankuy
#MutualanAjaDuluSiapaTauJodoh
#COVID19indonesia
#COVID19",positive
"Lelahnya cangkem dan jariku dalam melawan corona dengan memberi informasi ke masyarakat terdekat tidak ada apa-apanya dibanding tenaga kesehatan. Tetap sebarkan kebaikan, mari melawan corona demi Indonesia yang lebih baik. 

#dirumahaja #COVID19 #COVID19indonesia #CoronaUpdate",positive
"Semoga apa yang sedang terjadi saat ini lekas berlalu & membaik.
Amin ..  
.
#COVID19indonesia 
#COVID19 
#DiRumahAjaYa",neutral
"FAQ 4:

Seberapa bahayakah COVID-19 ini?
Seperti penyakit pernapasan lainnya, COVID-19 dapat menyebabkan gejala ringan  termasuk pilek, sakit tenggorokan, batuk, dan demam. Sekitar 80% kasus dapat pulih tanpa perlu perawatan khusus. #COVID2019 #COVID19indonesia #Covid19 #Corona",positive
"Dalam era wabah #COVID19 ini, apakah masih ada maskapai yang crewnya tidak pakai masker dan sarung tangan? (saya gak ngomong masalah kebijakan perusahaan, tetapi realita lapangannya) #COVID19indonesia",neutral
"Mununggu kebijakan operator seluler untuk memberikan akses internet gratis ( kuota gratis ) selama lock down, sehingga banyak masyarakat yg betah di rumah.


@jokowi

#SemuaAdaDirumah
#corona #COVID19indonesia #CoronaUpdate #COVID19 #LockdownNow",positive
"Apalah daya ingin bertemu. Sekarang harus 1 meter.
#CoronaUpdate 
#COVID19indonesia 
#COVID2019 
#DirumahLebihAsyik 
#COVID19",positive
"Mari berdoa kepada Tuhan Yang Maha Esa agar wabah Virus Corona bisa selesai hilang dari dunia ini..

#VirusCorona #VirusCoronaindonesia #COVID19indonesia #COVID19 #CoronaVirusUpdates #COVID #Covid19Out",neutral
"Mulai hari ni..  jgn sebut lg  Corona virus... kite sebut Qif 19.
Semoga ia terhenti dan mati.
Kerana Qorona adalah bahasa Arab قرن maksudnya berhubung,berterusan.. Qif pula. Bermaksud hentikan lah, STOP. Jom sama2 Qif 19 stop Doa itu mustajab! #Qif19 #COVID19 #COVID19indonesia",negative
"Ya Allah semoga pemerintah menangguhkan biaya pembayaran listrik.. aamiiin 
Mari aminkan
#COVID19indonesia 
#covid19
#covid
#coronavirus 
#CoronaVirusIndonesia 
#corona",neutral
"Hari ini jumatan rame ngak di dekat rumah?  Disini jumatan rame lo pak.... #COVID19indonesia  #COVID19   
@RahmayadiEdy
 
@makLambeTurah
  
@KemenkesRI",negative
"Kabar Gembira.  Menurut data resmi, yg belum tertular covid adalah ""orang gila"". Karena dialah yg paling awal menerapkan physical distancing

Jd jika terpaksa harus keluar rumah, spy tdk ada yg mendekat,  pura2 aja gila 

#COVID19
#COVID19indonesia 
#keepstrongindonesia",negative
"Semoga apa yang sedang terjadi saat ini lekas berlalu & membaik.
Amin ..  
.
#COVID19indonesia 
#COVID19 
#DiRumahAjaYa",neutral
"FAQ 4:

Seberapa bahayakah COVID-19 ini?
Seperti penyakit pernapasan lainnya, COVID-19 dapat menyebabkan gejala ringan  termasuk pilek, sakit tenggorokan, batuk, dan demam. Sekitar 80% kasus dapat pulih tanpa perlu perawatan khusus. #COVID2019 #COVID19indonesia #Covid19 #Corona",positive
"Dalam era wabah #COVID19 ini, apakah masih ada maskapai yang crewnya tidak pakai masker dan sarung tangan? (saya gak ngomong masalah kebijakan perusahaan, tetapi realita lapangannya) #COVID19indonesia",neutral
"Mununggu kebijakan operator seluler untuk memberikan akses internet gratis ( kuota gratis ) selama lock down, sehingga banyak masyarakat yg betah di rumah.


@jokowi

#SemuaAdaDirumah
#corona #COVID19indonesia #CoronaUpdate #COVID19 #LockdownNow",positive
"Apalah daya ingin bertemu. Sekarang harus 1 meter.
#CoronaUpdate 
#COVID19indonesia 
#COVID2019 
#DirumahLebihAsyik 
#COVID19",positive
"Mari berdoa kepada Tuhan Yang Maha Esa agar wabah Virus Corona bisa selesai hilang dari dunia ini..

#VirusCorona #VirusCoronaindonesia #COVID19indonesia #COVID19 #CoronaVirusUpdates #COVID #Covid19Out",neutral
"Mulai hari ni..  jgn sebut lg  Corona virus... kite sebut Qif 19.
Semoga ia terhenti dan mati.
Kerana Qorona adalah bahasa Arab قرن maksudnya berhubung,berterusan.. Qif pula. Bermaksud hentikan lah, STOP. Jom sama2 Qif 19 stop Doa itu mustajab! #Qif19 #COVID19 #COVID19indonesia",negative
"Ya Allah semoga pemerintah menangguhkan biaya pembayaran listrik.. aamiiin 
Mari aminkan
#COVID19indonesia 
#covid19
#covid
#coronavirus 
#CoronaVirusIndonesia 
#corona",neutral
"Hari ini jumatan rame ngak di dekat rumah?  Disini jumatan rame lo pak.... #COVID19indonesia  #COVID19   
@RahmayadiEdy
 
@makLambeTurah
  
@KemenkesRI",negative
"Kabar Gembira.  Menurut data resmi, yg belum tertular covid adalah ""orang gila"". Karena dialah yg paling awal menerapkan physical distancing

Jd jika terpaksa harus keluar rumah, spy tdk ada yg mendekat,  pura2 aja gila 

#COVID19
#COVID19indonesia 
#keepstrongindonesia",negative
Efek #COVID19 #COVID2019 #COVID19indonesia Banyak orang di PHK.,positive
"Jika saya seorang Kepala daerah yg dianulir kebijakan Lockdownnya oleh pusat, saya akan minta garansi kpd sang anulirnya, garansi saya adalah ""pusat hrs menjamin tidak ada lagi korban Jiwa, korban positif yg terinfeksi krn Covid-19""
#COVID19 #COVID19indonesia",negative
"Negara kaleng-kalengan. Hanya di Indonesia penanganan COVID-19 dilakukan tanpa arah.

Kemarin, Prabowo beli bantuan dari cina. Sekarang, Luhut melakukan hal serupa.

Besok, Sri Mulyani beli bantuan dari siapa?

#COVID19
#COVID19Indonesia
#CoronavirusIndonesia
#SARSCoV2",neutral
"Ibarat Indonesia sebuah kampung besar. 'Api' sedang melanda sebuah rumah: Jabodetabek. Dan kita semua menonton 'api' menjalar ke rumah-rumah di sekelilingnya. 

#VirusCorona #Covid19 #COVID19indonesia",neutral
". Pak Erick Thohir nyiapin hotel buat ruang isolasi , Pak Anies Baswedan nyiapin hotel buat istirahat buat para nakes , kolaborasi indah 
#Covid19
#COVID19indonesia",positive
"Yang sakit Bukan Bumi, gak usah nulis2 'LEKAS SEMBUH BUMIKU'
#COVID19indonesia #covid19 #CoronavirusPandemic #coronawuhan #WuhanCoronaVirus #DiRumahAjaDulu",negative
"Dari pada di Rumah Sakit 
apalagi di Rumah Duka 
lebih baik di Rumah Aja
#dirumahaja #coronavirus #COVID19 #COVID19indonesia",neutral
"Ayo pada disiplin sementara dirumah dulu, biar gk mundur2 lg masa darurat coronanya...#DiRumahAjaYa #PahamiPidanaKerumunan #CoronaVirusIndonesia #CoronavirusOutbreak #GerakanSocialDistancing #DirumahAjadulu #AyoJagaJarak #Covid19 #LockDownIndonesia #viruscorona #Covid19Indonesia",positive
"Karakter dan kepemimpinan sejati seseorang biasanya muncul pada saat krisis. Ini dia kutipan orang itu:

""Lebih baik saya dibenci daripada warga menjemput maut.""

Saya kok pengen ya dipimpin belio.

#walikotategal
#tegallockdown
#covid19
#COVID19indonesia",negative
"Saya menghimbau kepada seluruh para suami agar malam ini semuanya KELUAR!!!....tapi didalam

#malamjumat 
#GaraGaraCorona 
#COVID2019 
#COVID19indonesia 
#COVID19",neutral
"Lu sadar lah lu bukan Rachel vennya lu bukan 
@awkarin
 lu bukan Arief Muhammad yang punya effort lebih. Tapi lu bisa nolong kita semua dengan cara stay #dirumahaja kok #malamjumat #kamisambyar #COVID19 #COVID19indonesia",positive
Belum lagi lu minta maap sama orang kantin dulu pernah beli permen ngambil 10 bilangnya 2. Awas aja lu makin paling bawah nama lu buat urutan masuk surgaNya!! #malamjumat #kamisambyar #COVID19 #COVID19indonesia,positive
rsij sukapura jakarta utara butuh apd segera #COVID19indonesia #COVID19 #CovidIndonesia,neutral
"Covid-19 untuk manusia saja. Tapi tetap manusia hanya saling menyalahkan. Mahluk apa manusia ini, bisakah sedikitnya manusia membawa satu bendera dan bertuliskan ""manusia"". Sebentar saja merenung kenapa Tuhan memberikan wabah ini menyebar begitu cepat. #COVID19 #COVID19indonesia",negative
"Asli aagak takut mau pulang kerumah pas weekend, banyak ponakan masih kecil kecil, sedangkan aku setiap hari kontak dengan org2 sakit bapil dll.
#tenagamedis #DiRumahAjaYa #COVID19 #COVID19indonesia",negative
"Ibarat Indonesia sebuah kampung besar. 'Api' sedang melanda sebuah rumah: Jabodetabek. Dan kita semua menonton 'api' menjalar ke rumah-rumah di sekelilingnya. 

#VirusCorona #Covid19 #COVID19indonesia",neutral
". Pak Erick Thohir nyiapin hotel buat ruang isolasi , Pak Anies Baswedan nyiapin hotel buat istirahat buat para nakes , kolaborasi indah 
#Covid19
#COVID19indonesia",positive
"Yang sakit Bukan Bumi, gak usah nulis2 'LEKAS SEMBUH BUMIKU'
#COVID19indonesia #covid19 #CoronavirusPandemic #coronawuhan #WuhanCoronaVirus #DiRumahAjaDulu",negative
"Dari pada di Rumah Sakit 
apalagi di Rumah Duka 
lebih baik di Rumah Aja
#dirumahaja #coronavirus #COVID19 #COVID19indonesia",neutral
"Ayo pada disiplin sementara dirumah dulu, biar gk mundur2 lg masa darurat coronanya...#DiRumahAjaYa #PahamiPidanaKerumunan #CoronaVirusIndonesia #CoronavirusOutbreak #GerakanSocialDistancing #DirumahAjadulu #AyoJagaJarak #Covid19 #LockDownIndonesia #viruscorona #Covid19Indonesia",positive
"Karakter dan kepemimpinan sejati seseorang biasanya muncul pada saat krisis. Ini dia kutipan orang itu:

""Lebih baik saya dibenci daripada warga menjemput maut.""

Saya kok pengen ya dipimpin belio.

#walikotategal
#tegallockdown
#covid19
#COVID19indonesia",negative
"Saya menghimbau kepada seluruh para suami agar malam ini semuanya KELUAR!!!....tapi didalam

#malamjumat 
#GaraGaraCorona 
#COVID2019 
#COVID19indonesia 
#COVID19",neutral
"Lu sadar lah lu bukan Rachel vennya lu bukan 
@awkarin
 lu bukan Arief Muhammad yang punya effort lebih. Tapi lu bisa nolong kita semua dengan cara stay #dirumahaja kok #malamjumat #kamisambyar #COVID19 #COVID19indonesia",positive
